jogador,nacionalidade,posicao,equipe,idade,nascimento,indices
Julián Palacios,ar ARG,AT.LT,Goiás,23.0,1999.0,"{'MP': 27, 'Min.': 1.632, 'Mn/MP': 60, 'Min%': 477.0, '90s': 18.1, 'Inícios': 19, 'Mn/Início': 74, 'Compl': 4, 'Subs.': 8, 'Mn/Sub': 28, 'unSub': 2, 'PPM': 70.0, 'onG': 24, 'onGA': 36, '+/-': -12, '+/-90': -66.0, 'Ligado-Desligado': -41.0, 'onxG': 19.9, 'onxGA': 26.2, 'xG+/-': -63.0, 'xG+/-90': -35.0, 'Ligado-Desligado.1': -19.0}"
Nino Paraíba,br BRA,ZG,América (MG),37.0,1986.0,"{'MP': 4, 'Min.': 197.0, 'Mn/MP': 49, 'Min%': 58.0, '90s': 2.2, 'Inícios': 2, 'Mn/Início': 80, 'Compl': 1, 'Subs.': 2, 'Mn/Sub': 19, 'unSub': 0, 'PPM': 0.0, 'onG': 0, 'onGA': 6, '+/-': -6, '+/-90': -274.0, 'Ligado-Desligado': -182.0, 'onxG': 2.5, 'onxGA': 4.9, 'xG+/-': -24.0, 'xG+/-90': -110.0, 'Ligado-Desligado.1': -72.0}"
Mateus Pasinato,br BRA,G,América (MG),30.0,1992.0,"{'MP': 10, 'Min.': 900.0, 'Mn/MP': 90, 'Min%': 263.0, '90s': 10.0, 'Inícios': 10, 'Mn/Início': 90, 'Compl': 10, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 13, 'PPM': 91.0, 'onG': 15, 'onGA': 22, '+/-': -7, '+/-90': -70.0, 'Ligado-Desligado': 44.0, 'onxG': 13.2, 'onxGA': 15.3, 'xG+/-': -21.0, 'xG+/-90': -21.0, 'Ligado-Desligado.1': 29.0}"
Weslley Patati,br BRA,AT.LT,Santos,19.0,2003.0,"{'MP': 9, 'Min.': 136.0, 'Mn/MP': 15, 'Min%': 40.0, '90s': 1.5, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 9, 'Mn/Sub': 15, 'unSub': 18, 'PPM': 11.0, 'onG': 3, 'onGA': 6, '+/-': -3, '+/-90': -199.0, 'Ligado-Desligado': -138.0, 'onxG': 3.3, 'onxGA': 3.2, 'xG+/-': 2.0, 'xG+/-90': 10.0, 'Ligado-Desligado.1': 34.0}"
Alexandre Pato,br BRA,AT.LT,São Paulo,33.0,1989.0,"{'MP': 9, 'Min.': 161.0, 'Mn/MP': 18, 'Min%': 47.0, '90s': 1.8, 'Inícios': 1, 'Mn/Início': 65, 'Compl': 0, 'Subs.': 8, 'Mn/Sub': 12, 'unSub': 4, 'PPM': 78.0, 'onG': 3, 'onGA': 2, '+/-': 1, '+/-90': 56.0, 'Ligado-Desligado': 53.0, 'onxG': 2.5, 'onxGA': 1.8, 'xG+/-': 7.0, 'xG+/-90': 40.0, 'Ligado-Desligado.1': 7.0}"
Patrick,br BRA,LT.AT,Atlético Mineiro,30.0,1992.0,"{'MP': 23, 'Min.': 559.0, 'Mn/MP': 24, 'Min%': 163.0, '90s': 6.2, 'Inícios': 2, 'Mn/Início': 68, 'Compl': 1, 'Subs.': 21, 'Mn/Sub': 20, 'unSub': 15, 'PPM': 187.0, 'onG': 8, 'onGA': 7, '+/-': 1, '+/-90': 16.0, 'Ligado-Desligado': -44.0, 'onxG': 9.2, 'onxGA': 8.0, 'xG+/-': 12.0, 'xG+/-90': 19.0, 'Ligado-Desligado.1': 5.0}"
Alan Patrick,br BRA,LT.AT,Internacional,31.0,1991.0,"{'MP': 34, 'Min.': 2.452, 'Mn/MP': 72, 'Min%': 717.0, '90s': 27.2, 'Inícios': 28, 'Mn/Início': 83, 'Compl': 15, 'Subs.': 6, 'Mn/Sub': 23, 'unSub': 1, 'PPM': 144.0, 'onG': 39, 'onGA': 33, '+/-': 6, '+/-90': 22.0, 'Ligado-Desligado': 69.0, 'onxG': 31.3, 'onxGA': 34.3, 'xG+/-': -30.0, 'xG+/-90': -11.0, 'Ligado-Desligado.1': 7.0}"
Luan Patrick,br BRA,ZG,Red Bull Bragantino,21.0,2002.0,"{'MP': 14, 'Min.': 1.113, 'Mn/MP': 80, 'Min%': 325.0, '90s': 12.4, 'Inícios': 12, 'Mn/Início': 86, 'Compl': 11, 'Subs.': 2, 'Mn/Sub': 39, 'unSub': 11, 'PPM': 193.0, 'onG': 16, 'onGA': 10, '+/-': 6, '+/-90': 49.0, 'Ligado-Desligado': 17.0, 'onxG': 19.1, 'onxGA': 12.2, 'xG+/-': 69.0, 'xG+/-90': 56.0, 'Ligado-Desligado.1': 24.0}"
Patryck,br BRA,ZG,São Paulo,20.0,2003.0,"{'MP': 6, 'Min.': 375.0, 'Mn/MP': 63, 'Min%': 110.0, '90s': 4.2, 'Inícios': 4, 'Mn/Início': 79, 'Compl': 2, 'Subs.': 2, 'Mn/Sub': 30, 'unSub': 12, 'PPM': 183.0, 'onG': 2, 'onGA': 2, '+/-': 0, '+/-90': 0.0, 'Ligado-Desligado': -6.0, 'onxG': 4.0, 'onxGA': 4.0, 'xG+/-': 0.0, 'xG+/-90': 0.0, 'Ligado-Desligado.1': -37.0}"
Giuliano de Paula,br BRA,LT.AT,Corinthians,32.0,1990.0,"{'MP': 30, 'Min.': 1.633, 'Mn/MP': 54, 'Min%': 477.0, '90s': 18.1, 'Inícios': 19, 'Mn/Início': 71, 'Compl': 5, 'Subs.': 11, 'Mn/Sub': 26, 'unSub': 6, 'PPM': 127.0, 'onG': 21, 'onGA': 22, '+/-': -1, '+/-90': -6.0, 'Ligado-Desligado': -6.0, 'onxG': 17.7, 'onxGA': 24.3, 'xG+/-': -67.0, 'xG+/-90': -37.0, 'Ligado-Desligado.1': -25.0}"
Jair Paula,br BRA,ZG,Santos,17.0,2005.0,"{'MP': 2, 'Min.': 32.0, 'Mn/MP': 16, 'Min%': 9.0, '90s': 0.4, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 2, 'Mn/Sub': 16, 'unSub': 9, 'PPM': 150.0, 'onG': 0, 'onGA': 1, '+/-': -1, '+/-90': -281.0, 'Ligado-Desligado': -217.0, 'onxG': 0.4, 'onxGA': 0.1, 'xG+/-': 3.0, 'xG+/-90': 76.0, 'Ligado-Desligado.1': 100.0}"
Paulinho,br BRA,ZG,América (MG),18.0,2004.0,"{'MP': 1, 'Min.': 24.0, 'Mn/MP': 24, 'Min%': 7.0, '90s': 0.3, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 1, 'Mn/Sub': 24, 'unSub': 1, 'PPM': 0.0, 'onG': 0, 'onGA': 0, '+/-': 0, '+/-90': 0.0, 'Ligado-Desligado': 103.0, 'onxG': 0.0, 'onxGA': 0.2, 'xG+/-': -2.0, 'xG+/-90': -82.0, 'Ligado-Desligado.1': -41.0}"
Paulinho,br BRA,AT.LT,Atlético Mineiro,22.0,2000.0,"{'MP': 36, 'Min.': 2.991, 'Mn/MP': 83, 'Min%': 875.0, '90s': 33.2, 'Inícios': 35, 'Mn/Início': 85, 'Compl': 17, 'Subs.': 1, 'Mn/Sub': 24, 'unSub': 0, 'PPM': 172.0, 'onG': 43, 'onGA': 26, '+/-': 17, '+/-90': 51.0, 'Ligado-Desligado': -12.0, 'onxG': 38.9, 'onxGA': 33.5, 'xG+/-': 54.0, 'xG+/-90': 16.0, 'Ligado-Desligado.1': 9.0}"
Paulinho,br BRA,LT,Vasco da Gama,26.0,1997.0,"{'MP': 20, 'Min.': 1.634, 'Mn/MP': 82, 'Min%': 478.0, '90s': 18.2, 'Inícios': 19, 'Mn/Início': 83, 'Compl': 11, 'Subs.': 1, 'Mn/Sub': 66, 'unSub': 0, 'PPM': 160.0, 'onG': 25, 'onGA': 21, '+/-': 4, '+/-90': 22.0, 'Ligado-Desligado': 93.0, 'onxG': 24.0, 'onxGA': 24.3, 'xG+/-': -3.0, 'xG+/-90': -1.0, 'Ligado-Desligado.1': -10.0}"
Paulinho,br BRA,ZG,Vasco da Gama,17.0,2005.0,"{'MP': 1, 'Min.': 45.0, 'Mn/MP': 45, 'Min%': 13.0, '90s': 0.5, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 1, 'Mn/Sub': 45, 'unSub': 1, 'PPM': 0.0, 'onG': 1, 'onGA': 2, '+/-': -1, '+/-90': -200.0, 'Ligado-Desligado': -176.0, 'onxG': None, 'onxGA': None, 'xG+/-': None, 'xG+/-90': None, 'Ligado-Desligado.1': None}"
Paulinho,br BRA,LT.AT,Corinthians,34.0,1988.0,"{'MP': 4, 'Min.': 148.0, 'Mn/MP': 37, 'Min%': 43.0, '90s': 1.6, 'Inícios': 1, 'Mn/Início': 90, 'Compl': 1, 'Subs.': 3, 'Mn/Sub': 19, 'unSub': 2, 'PPM': 25.0, 'onG': 2, 'onGA': 3, '+/-': -1, '+/-90': -61.0, 'Ligado-Desligado': -61.0, 'onxG': 1.8, 'onxGA': 1.5, 'xG+/-': 3.0, 'xG+/-90': 16.0, 'Ligado-Desligado.1': 42.0}"
Caio Paulista,br BRA,ZG,São Paulo,24.0,1998.0,"{'MP': 28, 'Min.': 2.078, 'Mn/MP': 74, 'Min%': 608.0, '90s': 23.1, 'Inícios': 23, 'Mn/Início': 85, 'Compl': 16, 'Subs.': 5, 'Mn/Sub': 23, 'unSub': 3, 'PPM': 143.0, 'onG': 27, 'onGA': 28, '+/-': -1, '+/-90': -4.0, 'Ligado-Desligado': -24.0, 'onxG': 29.9, 'onxGA': 23.7, 'xG+/-': 62.0, 'xG+/-90': 27.0, 'Ligado-Desligado.1': -14.0}"
Wellington Paulista,br BRA,AT,América (MG),38.0,1984.0,"{'MP': 10, 'Min.': 227.0, 'Mn/MP': 23, 'Min%': 66.0, '90s': 2.5, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 10, 'Mn/Sub': 23, 'unSub': 21, 'PPM': 20.0, 'onG': 2, 'onGA': 8, '+/-': -6, '+/-90': -238.0, 'Ligado-Desligado': -145.0, 'onxG': 4.0, 'onxGA': 4.0, 'xG+/-': 0.0, 'xG+/-90': -1.0, 'Ligado-Desligado.1': 43.0}"
João Paulo,br BRA,G,Santos,27.0,1995.0,"{'MP': 36, 'Min.': 3.211, 'Mn/MP': 89, 'Min%': 939.0, '90s': 35.7, 'Inícios': 36, 'Mn/Início': 89, 'Compl': 35, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 0, 'PPM': 119.0, 'onG': 37, 'onGA': 51, '+/-': -14, '+/-90': -39.0, 'Ligado-Desligado': 434.0, 'onxG': 39.7, 'onxGA': 46.1, 'xG+/-': -64.0, 'xG+/-90': -18.0, 'Ligado-Desligado.1': 81.0}"
Marcos Paulo,br BRA,AT.LT,São Paulo,21.0,2001.0,"{'MP': 15, 'Min.': 528.0, 'Mn/MP': 35, 'Min%': 154.0, '90s': 5.9, 'Inícios': 6, 'Mn/Início': 64, 'Compl': 0, 'Subs.': 9, 'Mn/Sub': 16, 'unSub': 2, 'PPM': 147.0, 'onG': 8, 'onGA': 4, '+/-': 4, '+/-90': 68.0, 'Ligado-Desligado': 74.0, 'onxG': 7.1, 'onxGA': 5.9, 'xG+/-': 12.0, 'xG+/-90': 20.0, 'Ligado-Desligado.1': -15.0}"
Cristian Pavón,ar ARG,AT.LT,Atlético Mineiro,27.0,1996.0,"{'MP': 33, 'Min.': 1.934, 'Mn/MP': 59, 'Min%': 565.0, '90s': 21.5, 'Inícios': 21, 'Mn/Início': 78, 'Compl': 6, 'Subs.': 12, 'Mn/Sub': 25, 'unSub': 2, 'PPM': 176.0, 'onG': 31, 'onGA': 22, '+/-': 9, '+/-90': 42.0, 'Ligado-Desligado': -25.0, 'onxG': 26.0, 'onxGA': 23.6, 'xG+/-': 24.0, 'xG+/-90': 11.0, 'Ligado-Desligado.1': -10.0}"
Dimitri Payet,fr FRA,LT.AT,Vasco da Gama,35.0,1987.0,"{'MP': 17, 'Min.': 800.0, 'Mn/MP': 47, 'Min%': 234.0, '90s': 8.9, 'Inícios': 7, 'Mn/Início': 69, 'Compl': 1, 'Subs.': 10, 'Mn/Sub': 32, 'unSub': 1, 'PPM': 153.0, 'onG': 13, 'onGA': 9, '+/-': 4, '+/-90': 45.0, 'Ligado-Desligado': 93.0, 'onxG': 12.1, 'onxGA': 11.2, 'xG+/-': 9.0, 'xG+/-90': 10.0, 'Ligado-Desligado.1': 8.0}"
Pedrinho,br BRA,AT.LT,América (MG),23.0,1999.0,"{'MP': 8, 'Min.': 411.0, 'Mn/MP': 51, 'Min%': 120.0, '90s': 4.6, 'Inícios': 4, 'Mn/Início': 80, 'Compl': 1, 'Subs.': 4, 'Mn/Sub': 23, 'unSub': 2, 'PPM': 25.0, 'onG': 3, 'onGA': 11, '+/-': -8, '+/-90': -175.0, 'Ligado-Desligado': -82.0, 'onxG': 4.5, 'onxGA': 6.6, 'xG+/-': -21.0, 'xG+/-90': -46.0, 'Ligado-Desligado.1': -4.0}"
Pedrinho,br BRA,ZG.LT,Ath Paranaense,20.0,2002.0,"{'MP': 4, 'Min.': 360.0, 'Mn/MP': 90, 'Min%': 105.0, '90s': 4.0, 'Inícios': 4, 'Mn/Início': 90, 'Compl': 4, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 0, 'PPM': 150.0, 'onG': 5, 'onGA': 5, '+/-': 0, '+/-90': 0.0, 'Ligado-Desligado': -24.0, 'onxG': 3.0, 'onxGA': 5.2, 'xG+/-': -22.0, 'xG+/-90': -55.0, 'Ligado-Desligado.1': -75.0}"
Pedrinho,br BRA,LT.AT,Atlético Mineiro,24.0,1998.0,"{'MP': 15, 'Min.': 629.0, 'Mn/MP': 42, 'Min%': 184.0, '90s': 7.0, 'Inícios': 6, 'Mn/Início': 74, 'Compl': 0, 'Subs.': 9, 'Mn/Sub': 21, 'unSub': 9, 'PPM': 127.0, 'onG': 7, 'onGA': 4, '+/-': 3, '+/-90': 43.0, 'Ligado-Desligado': -12.0, 'onxG': 6.7, 'onxGA': 6.0, 'xG+/-': 7.0, 'xG+/-90': 10.0, 'Ligado-Desligado.1': -6.0}"
Pedrinho,br BRA,AT,Flamengo,19.0,2003.0,"{'MP': 1, 'Min.': 19.0, 'Mn/MP': 19, 'Min%': 6.0, '90s': 0.2, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 1, 'Mn/Sub': 19, 'unSub': 1, 'PPM': 100.0, 'onG': 0, 'onGA': 0, '+/-': 0, '+/-90': 0.0, 'Ligado-Desligado': -37.0, 'onxG': 0.4, 'onxGA': 0.0, 'xG+/-': 4.0, 'xG+/-90': 175.0, 'Ligado-Desligado.1': 163.0}"
Pedro,br BRA,AT,Flamengo,25.0,1997.0,"{'MP': 34, 'Min.': 2.151, 'Mn/MP': 63, 'Min%': 629.0, '90s': 23.9, 'Inícios': 26, 'Mn/Início': 75, 'Compl': 10, 'Subs.': 8, 'Mn/Sub': 24, 'unSub': 1, 'PPM': 174.0, 'onG': 36, 'onGA': 24, '+/-': 12, '+/-90': 50.0, 'Ligado-Desligado': 36.0, 'onxG': 31.2, 'onxGA': 26.9, 'xG+/-': 43.0, 'xG+/-90': 18.0, 'Ligado-Desligado.1': 15.0}"
João Pedro,br BRA,AT,Cruzeiro,19.0,2003.0,"{'MP': 1, 'Min.': 13.0, 'Mn/MP': 13, 'Min%': 4.0, '90s': 0.1, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 1, 'Mn/Sub': 13, 'unSub': 4, 'PPM': 100.0, 'onG': 0, 'onGA': 0, '+/-': 0, '+/-90': 0.0, 'Ligado-Desligado': -8.0, 'onxG': 0.0, 'onxGA': 0.1, 'xG+/-': -1.0, 'xG+/-90': -50.0, 'Ligado-Desligado.1': -66.0}"
João Pedro,br BRA,ZG,Corinthians,19.0,2003.0,"{'MP': 0, 'Min.': None, 'Mn/MP': None, 'Min%': None, '90s': None, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 5, 'PPM': None, 'onG': None, 'onGA': None, '+/-': None, '+/-90': None, 'Ligado-Desligado': None, 'onxG': None, 'onxGA': None, 'xG+/-': None, 'xG+/-90': None, 'Ligado-Desligado.1': None}"
João Pedro,it ITA,AT,Grêmio,30.0,1992.0,"{'MP': 14, 'Min.': 616.0, 'Mn/MP': 44, 'Min%': 180.0, '90s': 6.8, 'Inícios': 10, 'Mn/Início': 57, 'Compl': 0, 'Subs.': 4, 'Mn/Sub': 12, 'unSub': 4, 'PPM': 207.0, 'onG': 11, 'onGA': 9, '+/-': 2, '+/-90': 29.0, 'Ligado-Desligado': 13.0, 'onxG': 5.3, 'onxGA': 7.9, 'xG+/-': -26.0, 'xG+/-90': -38.0, 'Ligado-Desligado.1': -30.0}"
João Pedro,br BRA,ZG,Grêmio,26.0,1996.0,"{'MP': 29, 'Min.': 2.076, 'Mn/MP': 72, 'Min%': 607.0, '90s': 23.1, 'Inícios': 23, 'Mn/Início': 83, 'Compl': 17, 'Subs.': 6, 'Mn/Sub': 29, 'unSub': 1, 'PPM': 183.0, 'onG': 36, 'onGA': 31, '+/-': 5, '+/-90': 22.0, 'Ligado-Desligado': 8.0, 'onxG': 30.0, 'onxGA': 34.6, 'xG+/-': -46.0, 'xG+/-90': -20.0, 'Ligado-Desligado.1': -15.0}"
João Pedro Pepê,br BRA,LT,Grêmio,25.0,1998.0,"{'MP': 18, 'Min.': 1.398, 'Mn/MP': 78, 'Min%': 409.0, '90s': 15.5, 'Inícios': 16, 'Mn/Início': 83, 'Compl': 8, 'Subs.': 2, 'Mn/Sub': 39, 'unSub': 0, 'PPM': 183.0, 'onG': 29, 'onGA': 23, '+/-': 6, '+/-90': 39.0, 'Ligado-Desligado': 34.0, 'onxG': 17.2, 'onxGA': 23.0, 'xG+/-': -58.0, 'xG+/-90': -37.0, 'Ligado-Desligado.1': -39.0}"
Jean Pedroso,br BRA,ZG,Coritiba,19.0,2004.0,"{'MP': 7, 'Min.': 584.0, 'Mn/MP': 83, 'Min%': 171.0, '90s': 6.5, 'Inícios': 6, 'Mn/Início': 90, 'Compl': 5, 'Subs.': 1, 'Mn/Sub': 45, 'unSub': 15, 'PPM': 71.0, 'onG': 4, 'onGA': 12, '+/-': -8, '+/-90': -123.0, 'Ligado-Desligado': -47.0, 'onxG': 7.7, 'onxGA': 9.0, 'xG+/-': -12.0, 'xG+/-90': -19.0, 'Ligado-Desligado.1': 45.0}"
Matheus Peixoto,br BRA,AT,Goiás,27.0,1995.0,"{'MP': 13, 'Min.': 879.0, 'Mn/MP': 68, 'Min%': 257.0, '90s': 9.8, 'Inícios': 12, 'Mn/Início': 73, 'Compl': 3, 'Subs.': 1, 'Mn/Sub': 1, 'unSub': 2, 'PPM': 92.0, 'onG': 7, 'onGA': 17, '+/-': -10, '+/-90': -102.0, 'Ligado-Desligado': -78.0, 'onxG': 9.4, 'onxGA': 14.4, 'xG+/-': -50.0, 'xG+/-90': -52.0, 'Ligado-Desligado.1': -36.0}"
Léo Pelé,br BRA,ZG,Vasco da Gama,26.0,1996.0,"{'MP': 34, 'Min.': 2.719, 'Mn/MP': 80, 'Min%': 795.0, '90s': 30.2, 'Inícios': 30, 'Mn/Início': 88, 'Compl': 28, 'Subs.': 4, 'Mn/Sub': 16, 'unSub': 1, 'PPM': 124.0, 'onG': 32, 'onGA': 39, '+/-': -7, '+/-90': -23.0, 'Ligado-Desligado': 15.0, 'onxG': 40.1, 'onxGA': 36.2, 'xG+/-': 39.0, 'xG+/-90': 13.0, 'Ligado-Desligado.1': 44.0}"
Carlos de Pena,uy URU,LT.AT,Internacional,30.0,1992.0,"{'MP': 27, 'Min.': 1.425, 'Mn/MP': 53, 'Min%': 417.0, '90s': 15.8, 'Inícios': 16, 'Mn/Início': 75, 'Compl': 8, 'Subs.': 11, 'Mn/Sub': 21, 'unSub': 5, 'PPM': 122.0, 'onG': 11, 'onGA': 20, '+/-': -9, '+/-90': -57.0, 'Ligado-Desligado': -102.0, 'onxG': 14.3, 'onxGA': 21.1, 'xG+/-': -68.0, 'xG+/-90': -43.0, 'Ligado-Desligado.1': -52.0}"
Gabriel Pereira,br BRA,G,Ath Paranaense,20.0,2002.0,"{'MP': 0, 'Min.': None, 'Mn/MP': None, 'Min%': None, '90s': None, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 5, 'PPM': None, 'onG': None, 'onGA': None, '+/-': None, '+/-90': None, 'Ligado-Desligado': None, 'onxG': None, 'onxGA': None, 'xG+/-': None, 'xG+/-90': None, 'Ligado-Desligado.1': None}"
Léo Pereira,br BRA,ZG,Flamengo,27.0,1996.0,"{'MP': 32, 'Min.': 2.645, 'Mn/MP': 83, 'Min%': 773.0, '90s': 29.4, 'Inícios': 32, 'Mn/Início': 83, 'Compl': 25, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 0, 'PPM': 181.0, 'onG': 44, 'onGA': 33, '+/-': 11, '+/-90': 37.0, 'Ligado-Desligado': 3.0, 'onxG': 40.3, 'onxGA': 34.5, 'xG+/-': 58.0, 'xG+/-90': 20.0, 'Ligado-Desligado.1': 33.0}"
Matheus Pereira,pt POR,AT.LT,Cruzeiro,26.0,1996.0,"{'MP': 15, 'Min.': 1.022, 'Mn/MP': 68, 'Min%': 299.0, '90s': 11.4, 'Inícios': 12, 'Mn/Início': 80, 'Compl': 4, 'Subs.': 3, 'Mn/Sub': 21, 'unSub': 0, 'PPM': 127.0, 'onG': 9, 'onGA': 8, '+/-': 1, '+/-90': 9.0, 'Ligado-Desligado': 1.0, 'onxG': 13.8, 'onxGA': 9.0, 'xG+/-': 48.0, 'xG+/-90': 42.0, 'Ligado-Desligado.1': 38.0}"
Bruno Peres,br BRA,ZG.LT,Ath Paranaense,32.0,1990.0,"{'MP': 5, 'Min.': 157.0, 'Mn/MP': 31, 'Min%': 46.0, '90s': 1.7, 'Inícios': 1, 'Mn/Início': 45, 'Compl': 0, 'Subs.': 4, 'Mn/Sub': 28, 'unSub': 6, 'PPM': 180.0, 'onG': 4, 'onGA': 4, '+/-': 0, '+/-90': 0.0, 'Ligado-Desligado': -22.0, 'onxG': 2.3, 'onxGA': 2.0, 'xG+/-': 3.0, 'xG+/-90': 19.0, 'Ligado-Desligado.1': 7.0}"
Lucas Perri,br BRA,G,Botafogo (RJ),25.0,1997.0,"{'MP': 38, 'Min.': 3.375, 'Mn/MP': 89, 'Min%': 987.0, '90s': 37.5, 'Inícios': 38, 'Mn/Início': 89, 'Compl': 37, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 0, 'PPM': 168.0, 'onG': 58, 'onGA': 36, '+/-': 22, '+/-90': 59.0, 'Ligado-Desligado': 259.0, 'onxG': 50.1, 'onxGA': 47.8, 'xG+/-': 22.0, 'xG+/-90': 6.0, 'Ligado-Desligado.1': 191.0}"
Petterson,br BRA,AT,Flamengo,19.0,2004.0,"{'MP': 0, 'Min.': None, 'Mn/MP': None, 'Min%': None, '90s': None, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 4, 'PPM': None, 'onG': None, 'onGA': None, '+/-': None, '+/-90': None, 'Ligado-Desligado': None, 'onxG': None, 'onxGA': None, 'xG+/-': None, 'xG+/-90': None, 'Ligado-Desligado.1': None}"
Lucas Piazon,br BRA,AT,Botafogo (RJ),29.0,1994.0,"{'MP': 1, 'Min.': 20.0, 'Mn/MP': 20, 'Min%': 6.0, '90s': 0.2, 'Inícios': 0, 'Mn/Início': None, 'Compl': 0, 'Subs.': 1, 'Mn/Sub': 20, 'unSub': 1, 'PPM': 0.0, 'onG': 0, 'onGA': 0, '+/-': 0, '+/-90': 0.0, 'Ligado-Desligado': -56.0, 'onxG': 0.3, 'onxGA': 0.3, 'xG+/-': 0.0, 'xG+/-90': -9.0, 'Ligado-Desligado.1': -13.0}"
Yago Pikachu,br BRA,AT.LT,Fortaleza,30.0,1992.0,"{'MP': 37, 'Min.': 1.751, 'Mn/MP': 47, 'Min%': 512.0, '90s': 19.5, 'Inícios': 16, 'Mn/Início': 80, 'Compl': 6, 'Subs.': 21, 'Mn/Sub': 23, 'unSub': 0, 'PPM': 146.0, 'onG': 29, 'onGA': 25, '+/-': 4, '+/-90': 21.0, 'Ligado-Desligado': 37.0, 'onxG': 27.4, 'onxGA': 22.3, 'xG+/-': 51.0, 'xG+/-90': 26.0, 'Ligado-Desligado.1': 12.0}"
Rodrigo Pinho,br BRA,AT,Coritiba,31.0,1991.0,"{'MP': 10, 'Min.': 385.0, 'Mn/MP': 39, 'Min%': 113.0, '90s': 4.3, 'Inícios': 5, 'Mn/Início': 53, 'Compl': 0, 'Subs.': 5, 'Mn/Sub': 24, 'unSub': 7, 'PPM': 110.0, 'onG': 3, 'onGA': 10, '+/-': -7, '+/-90': -164.0, 'Ligado-Desligado': -90.0, 'onxG': 5.0, 'onxGA': 8.2, 'xG+/-': -32.0, 'xG+/-90': -76.0, 'Ligado-Desligado.1': -21.0}"
Joaquín Piquerez,uy URU,ZG,Palmeiras,24.0,1998.0,"{'MP': 29, 'Min.': 2.526, 'Mn/MP': 87, 'Min%': 739.0, '90s': 28.1, 'Inícios': 29, 'Mn/Início': 87, 'Compl': 25, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 1, 'PPM': 207.0, 'onG': 54, 'onGA': 22, '+/-': 32, '+/-90': 114.0, 'Ligado-Desligado': 124.0, 'onxG': 42.4, 'onxGA': 23.8, 'xG+/-': 186.0, 'xG+/-90': 66.0, 'Ligado-Desligado.1': 74.0}"
Gabriel Pirani,br BRA,LT.AT,Fluminense,20.0,2002.0,"{'MP': 9, 'Min.': 396.0, 'Mn/MP': 44, 'Min%': 116.0, '90s': 4.4, 'Inícios': 6, 'Mn/Início': 60, 'Compl': 0, 'Subs.': 3, 'Mn/Sub': 12, 'unSub': 5, 'PPM': 156.0, 'onG': 5, 'onGA': 4, '+/-': 1, '+/-90': 23.0, 'Ligado-Desligado': 14.0, 'onxG': 6.4, 'onxGA': 7.1, 'xG+/-': -8.0, 'xG+/-90': -18.0, 'Ligado-Desligado.1': -26.0}"
Rafael Pires,br BRA,G,São Paulo,33.0,1989.0,"{'MP': 33, 'Min.': 2.97, 'Mn/MP': 90, 'Min%': 868.0, '90s': 33.0, 'Inícios': 33, 'Mn/Início': 90, 'Compl': 33, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 5, 'PPM': 142.0, 'onG': 36, 'onGA': 34, '+/-': 2, '+/-90': 6.0, 'Ligado-Desligado': 6.0, 'onxG': 43.8, 'onxGA': 30.8, 'xG+/-': 130.0, 'xG+/-90': 39.0, 'Ligado-Desligado.1': 52.0}"
Lucas Piton,br BRA,ZG,Vasco da Gama,22.0,2000.0,"{'MP': 37, 'Min.': 3.283, 'Mn/MP': 89, 'Min%': 960.0, '90s': 36.5, 'Inícios': 37, 'Mn/Início': 89, 'Compl': 35, 'Subs.': 0, 'Mn/Sub': None, 'unSub': 0, 'PPM': 122.0, 'onG': 41, 'onGA': 50, '+/-': -9, '+/-90': -25.0, 'Ligado-Desligado': 41.0, 'onxG': 46.2, 'onxGA': 44.2, 'xG+/-': 20.0, 'xG+/-90': 6.0, 'Ligado-Desligado.1': 41.0}"
